year;site;pollutant;type;reference_year;parameter;value
1997;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1998;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1999;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2000;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2001;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2002;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2003;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2004;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2005;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2006;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2007;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2008;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2009;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2010;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.2242441070120018
2011;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.3365934038564327
2012;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.0699996208938831
2013;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.1982853044281312
2014;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9121850630503371
2015;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9092234395217769
2017;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9134651332062306
2018;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9445984683941633
2019;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.816316069552419
2020;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7679401552524192
2021;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7786832457273648
2022;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8288518541430072
2023;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.657302860857889
2024;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.603153896508455
1995;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1996;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1997;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1998;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1999;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2000;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2001;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2002;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2003;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2004;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2005;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2006;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2007;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2008;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2009;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2010;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.3419845479257007
2011;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.3118140141154626
2012;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.1428699720335054
2013;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.0935732593328438
2014;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.0243418697735354
2015;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9901809847369191
2017;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9642044462797948
2018;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9464033232031036
2019;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9118606784964296
2020;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8782677045409673
2021;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8626345063381738
2022;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8474722757868842
2023;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.7971763892722208
2024;Zch_Schimmelstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.7725820341029748
2003;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;1.713981150100934
2004;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;NA
2005;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;1.4390188223554914
2006;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;NA
2007;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;1.291882598482889
2008;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;NA
2009;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;1.2521140118732634
2010;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;NA
2015;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Zch_Schwamendingen;Feinstaub PM10;gemessen;2015;relative Immission;NA
2003;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;1.4480914058021064
2004;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;NA
2005;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;1.2558062291883847
2006;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;NA
2007;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;1.204837686067192
2008;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;NA
2009;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;1.133641369934596
2010;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;NA
2015;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Zch_Schwamendingen;Feinstaub PM10;Trend;2015;relative Immission;NA
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.374874399422534
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.4389916043399154
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.5640611812377294
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.7970881815547075
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.4323345760514017
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.4778115283446653
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.6667273357737866
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.3694876956942217
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.2632129316546172
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.3537385209045325
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.2656818586152405
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.2337762652818367
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.097033691733885
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.2545393692810785
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9523401591963752
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9110389934132116
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8911303318598308
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1.0056667780342425
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8480500892265722
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.784711928745535
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8081421152626485
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8477441602950709
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7333332886489151
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.6549212010004808
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.5843764387985289
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.5800100590842718
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.5870229261253648
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.577107199649277
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.5424926948137285
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.517085782192554
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.4993098260740116
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.4547914993664293
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.4291958747492373
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.4047970215549264
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.356964405692442
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.261911763580915
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.1977724593363193
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.165127452118532
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.0557280714871682
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9823183468687715
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9614467118958838
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9593748619376361
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9327339022839927
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9014920359436088
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8902214398485817
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8775394029005436
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8354666802820484
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8114054298644799
2000;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;NA
2001;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;NA
2002;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.5408214170903867
2003;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.738013875809221
2004;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.4683984375980266
2005;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.4388640589828074
2006;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.554746280659212
2007;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.2754027949955957
2008;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.16983655759632
2009;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.2099908024108028
2010;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.1617296838808597
2011;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.2062277754216553
2012;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.0347731412553778
2013;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1.1143805221430658
2014;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.8706978109809805
2015;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.8680487684099965
2017;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.8827742979661225
2018;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.9436107395687208
2019;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.8084457599186988
2020;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.7208580481073265
2021;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.7694189801976967
2022;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.8252736869170674
2023;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.7202720777737904
2024;Zürich-Kaserne;Feinstaub PM10;gemessen;2015;relative Immission;0.7033709694929974
2000;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;NA
2001;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;NA
2002;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.6488650637309794
2003;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.6262006272190492
2004;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.5734347503611334
2005;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.5283609507111326
2006;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.4849637413302452
2007;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.4173356728390196
2008;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.371707830720096
2009;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.3375430039301928
2010;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.2784774270246055
2011;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.2006211225668897
2012;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.128556064312618
2013;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.087133575882622
2014;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1.0185481323191685
2015;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.9897931236142706
2017;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.9696637241590815
2018;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.9555101059974362
2019;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.9315349315729051
2020;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.899330839039924
2021;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.8910414344191476
2022;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.8862633598355003
2023;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.8749355299638899
2024;Zürich-Kaserne;Feinstaub PM10;Trend;2015;relative Immission;0.8852178466143557
2000;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.204308593731396
2001;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0586855345460118
2002;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0532758249050609
2003;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.2835909029163504
2004;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0177069573648858
2005;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.040294833947473
2006;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0815553910351325
2007;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9565678683623539
2008;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9713304007751828
2009;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9770122513888497
2010;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.8863460393091125
2011;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9919352559664268
2012;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.871504921759628
2013;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9174058652087017
2014;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.8768769926076445
2015;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1
2016;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.8884882534624684
2017;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.7450203786100503
2018;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.6992549374822393
2019;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.6637097245092201
2020;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.6329250695288807
2021;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.5832492035715888
2022;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.5630948627217415
2023;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.46932522860245945
2024;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.46670140956918804
2000;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.2334067136159241
2001;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1835915401807833
2002;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1629233160416843
2003;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1534588219714448
2004;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.131359757725731
2005;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.119682028067424
2006;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1022088992898225
2007;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0897663381438685
2008;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0668904419664975
2009;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0625284196252371
2010;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0491880386126309
2011;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.047280661341684
2012;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0343456881134245
2013;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0203462719915453
2014;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.015595741252063
2015;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1
2016;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.9841259172202474
2017;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.9003956037681383
