year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;22.21493349;µg/m3;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;16.99638113;µg/m3;Ostluft
2022;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;14.38112071;µg/m3;Ostluft
2015;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;178.9379634;µg/m3;Ostluft
2016;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2017;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;165.076242;µg/m3;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;141.100022;µg/m3;Ostluft
2022;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2023;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2024;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;136.2963727;µg/m3;Ostluft
2015;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;15.75401957;µg/m3;Ostluft
2016;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2017;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;15.38091129;µg/m3;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM10;Jahresmittel;PM10;12.32579278;µg/m3;Ostluft
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;10.52650332;µg/m3;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;8.445772367;µg/m3;Ostluft
2022;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2023;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2024;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;PM2.5;Jahresmittel;PM2.5;7.216696124;µg/m3;Ostluft
2015;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;361;1;Ostluft
2016;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2017;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;467;1;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;111;1;Ostluft
2022;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2023;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2024;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;122;1;Ostluft
2020;Ust_Bildungszentrum;Uster - Bildungszentrum;städtisch - Hintergrund;2695829;1244930;454;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;92.27070451721467;µg/m3;Ostluft
2020;Ust_Bildungszentrum;Uster - Bildungszentrum;städtisch - Hintergrund;2695829;1244930;454;NO2;Jahresmittel;NO2;12.55922016;µg/m3;Ostluft
2020;Ust_Bildungszentrum;Uster - Bildungszentrum;städtisch - Hintergrund;2695829;1244930;454;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;137.1410938;µg/m3;Ostluft
2020;Ust_Bildungszentrum;Uster - Bildungszentrum;städtisch - Hintergrund;2695829;1244930;454;PM2.5;Jahresmittel;PM2.5;8.572169214;µg/m3;Ostluft
2020;Ust_Bildungszentrum;Uster - Bildungszentrum;städtisch - Hintergrund;2695829;1244930;454;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;244;1;Ostluft
1990;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;101.23823906073935;µg/m3;Ostluft
1991;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;103.6852817889037;µg/m3;Ostluft
1992;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;83.8687383182894;µg/m3;Ostluft
1993;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;94.14502075011481;µg/m3;Ostluft
1994;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;95.71310152673233;µg/m3;Ostluft
1995;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;90.44634230565897;µg/m3;Ostluft
1996;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.74842389344225;µg/m3;Ostluft
1997;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;93.16642708132201;µg/m3;Ostluft
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;59.887948035669396;µg/m3;Ostluft
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.0117467619595;µg/m3;Ostluft
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;89.05648345771942;µg/m3;Ostluft
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;82.00901808664176;µg/m3;Ostluft
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;92.82272423707182;µg/m3;Ostluft
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;74.6211245013592;µg/m3;Ostluft
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;95.10903488027853;µg/m3;Ostluft
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;93.49146595090353;µg/m3;Ostluft
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;99.88272531913043;µg/m3;Ostluft
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;94.41406635993478;µg/m3;Ostluft
1990;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;36.88858316;µg/m3;Ostluft
1991;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;36.29776125;µg/m3;Ostluft
1992;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;33.88511506;µg/m3;Ostluft
1993;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;29.98393378;µg/m3;Ostluft
1994;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;28.25451882;µg/m3;Ostluft
1995;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;26.51278714;µg/m3;Ostluft
1996;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;26.12168744;µg/m3;Ostluft
1997;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;26.11044584;µg/m3;Ostluft
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;25.36961132;µg/m3;Ostluft
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;23.80031333;µg/m3;Ostluft
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;22.67668668;µg/m3;Ostluft
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;23.40410805;µg/m3;Ostluft
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;25.13070888;µg/m3;Ostluft
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;22.81100309;µg/m3;Ostluft
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;23.54622405;µg/m3;Ostluft
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;26.00708241;µg/m3;Ostluft
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;23.03598151;µg/m3;Ostluft
2008;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;22.50686073;µg/m3;Ostluft
2009;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;22.96124229;µg/m3;Ostluft
2010;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;23.25;µg/m3;Ostluft
2011;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;21.84046729;µg/m3;Ostluft
2012;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;21.73;µg/m3;Ostluft
2013;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;21.63;µg/m3;Ostluft
2014;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;19.75;µg/m3;Ostluft
2015;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;21.01;µg/m3;Ostluft
2016;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;19.87;µg/m3;Ostluft
2017;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;18.99;µg/m3;Ostluft
2018;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;16.97;µg/m3;Ostluft
2019;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;16.62;µg/m3;Ostluft
2020;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2021;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;14.67;µg/m3;Ostluft
2022;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;NO2;Jahresmittel;NO2;11.95;µg/m3;Ostluft
1990;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;193.3154925;µg/m3;Ostluft
1991;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;180.3240536;µg/m3;Ostluft
1992;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;164.7630484;µg/m3;Ostluft
1993;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;159.5401383;µg/m3;Ostluft
1994;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;186.4447112;µg/m3;Ostluft
1995;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;171.1709968;µg/m3;Ostluft
1996;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;151.4005451;µg/m3;Ostluft
1997;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;171.9530321;µg/m3;Ostluft
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;172.5674906;µg/m3;Ostluft
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;145.1482141;µg/m3;Ostluft
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;149.8244888;µg/m3;Ostluft
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;161.4644376;µg/m3;Ostluft
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;165.5980068;µg/m3;Ostluft
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;201.4438577;µg/m3;Ostluft
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;158.3555175;µg/m3;Ostluft
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;153.9416654;µg/m3;Ostluft
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;181.0660827;µg/m3;Ostluft
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;153.1235687;µg/m3;Ostluft
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;27.53161592;µg/m3;Ostluft
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;26.07449804;µg/m3;Ostluft
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;22.68767201;µg/m3;Ostluft
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;19.65466588;µg/m3;Ostluft
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;22.5921547;µg/m3;Ostluft
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;20.92216668;µg/m3;Ostluft
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;18.88964168;µg/m3;Ostluft
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;22.54018983;µg/m3;Ostluft
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;24.27720994;µg/m3;Ostluft
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;PM10;Jahresmittel;PM10;19.47256716;µg/m3;Ostluft
1990;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;490;1;Ostluft
1991;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;576;1;Ostluft
1992;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;236;1;Ostluft
1993;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;städtisch - Hintergrund;2688071;1252880;470;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;372;1;Ostluft
