year;site;canton;x;y;masl;ecosys;cln;siteclass;emissionclass;pollutant;metric;parameter;deposition;unit;part_est;source_cat;sampling;datasource;source
2010;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.39593301357599986;kg/ha/a;1;aus NH3-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2011;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO2-N_gdep;6.8982543397739;kg/ha/a;0.047539575866188843;aus NOx-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2011;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO3-N_adep;0.25137504068400146;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2012;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8267736355200018;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2015;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;9.990648503929632;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2016;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;6.077342455424751;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2016;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.4313621902882887;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2017;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.6523598363719527;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2019;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;9.220430018411454;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2019;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;10.66940999531357;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2019;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;HNO3-N_gdep;0.947520309446032;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2020;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.22085898278635752;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2020;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NH4-N_adep;0.3403982984418571;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2020;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;6.6936871776026585;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2021;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.6868332173913043;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2021;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.19096189481698708;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;WAB;ZH;2677272;1271915;427;Wald;6;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.49792103306792573;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.6866677656519;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2024;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.017180480842613;kg/ha/a;0.00702844982078854;aus NOx-Quellen;PS;Ostluft;Ostluft
2024;BUE;ZH;2704475;1234943;494;Hochmoor;5;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8930852034289141;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2024;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;10.660742991023723;kg/ha/a;0.00714979091995227;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;RIH;ZH;2695937;1242440;437;Flachmoor;5;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.15805598739607846;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2024;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;HNO3-N_gdep;0.7741252270517156;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.2210462467203176;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.5776569565217389;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;REC;ZH;2679042;1254381;438;Hochmoor;5;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;5.470269311708047;kg/ha/a;0.015120967741935498;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2025;REC;ZH;2679042;1254381;438;Hochmoor;5;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.8595956521739136;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NH4-N_adep;0.32193755179989525;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2003;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;12.781956754212974;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2004;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.2622977792000034;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2004;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7446293530060092;kg/ha/a;0.08333333333333337;aus NOx-Quellen;PS, Schätzung;FUB, Ostluft;Ostluft
2005;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;5.286669491545349;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2005;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.7212828331736945;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2006;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;13.017072654167889;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2007;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.3823481404799998;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2008;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;5.377985916990493;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2009;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.620223923668329;kg/ha/a;0.09115616732804233;aus NH3-Quellen;Denuder;FUB;Ostluft
2009;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.7445599142400007;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2010;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;HNO3-N_gdep;1.1901166056000048;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2012;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.44890158434797534;kg/ha/a;0.08440673536439658;aus NH3-Quellen;Denuder;FUB;Ostluft
2012;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO2-N_gdep;6.4166448979900075;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2013;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.4141151093375544;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2013;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;9.241075636301758;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2015;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;8.58659110445819;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2017;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO2-N_gdep;6.077566153176185;kg/ha/a;-0.6107894016328155;aus NOx-Quellen;PS;Ostluft;Ostluft
2019;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;0.9265854172355098;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2019;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.29566784555274717;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2019;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NO2-N_gdep;1.5378708100847733;kg/ha/a;0.08333333333333337;aus NOx-Quellen;Kurzeitbelastungskarte, PS;Ostluft;Ostluft
2020;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.4288893043478264;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2021;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.2727823715243634;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;0.8888566787802238;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.18739929255511623;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2022;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.37479858511023245;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2022;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8112077144013202;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;6.658164931385909;kg/ha/a;0.009333930704898408;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2024;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;8.035540007144418;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.3401086086956522;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2024;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;3.126920086956522;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2024;RIH;ZH;2695937;1242440;437;Flachmoor;5;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.28542353852870084;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;REC;ZH;2679042;1254381;438;Hochmoor;5;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.3376702218761139;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;HNO3-N_gdep;0.88128805400296;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.623247043478261;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;ZUK;ZH;2679889;1253923;439;Wald;6;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.4224342338518877;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2001;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.6377465938940325;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2004;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.7420610015999999;kg/ha/a;1;aus NH3-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2007;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7620545464629859;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2013;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;1.0992645432000019;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2013;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.4418353109088015;kg/ha/a;1;aus NH3-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2014;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;12.226525364216066;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2015;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.2985957767780972;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2016;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.6893289810123189;kg/ha/a;2.800179211470688e-5;aus NOx-Quellen;Denuder;FUB;Ostluft
2017;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.8317953959759775;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2017;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.5197559397841414;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2017;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;8.211063601306767;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2018;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;9.868730530370524;kg/ha/a;9.645061728402737e-6;aus NH3-Quellen;PS;Ostluft;Ostluft
2018;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.0670772876792838;kg/ha/a;-2.8001792114595858e-5;aus NH3-Quellen;Denuder;FUB;Ostluft
2018;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.3460079143610722;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2018;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.4820532175262022;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2019;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH4-N_adep;0.5997837604058378;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2019;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.28045084566739176;kg/ha/a;3.5468936678617613e-4;aus NOx-Quellen;Denuder;FUB;Ostluft
2019;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;9.84894421652514;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2020;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;1.2324641496690214;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2020;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.103243350164848;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2020;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.22057950807380972;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2020;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.5008736521739132;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2020;TAB;ZH;2707669;1252229;646;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.158948;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2021;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;9.29783054240265;kg/ha/a;0.10673225308641976;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2021;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;9.40449066612295;kg/ha/a;0.012208781362007204;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2021;WAB;ZH;2677272;1271915;427;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.107683586011604;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2022;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NH3-N_gdep;9.003554963653688;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO2-N_gdep;1.2684841030688991;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2022;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;6.027531469744487;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2022;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.7384220000000001;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2024;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.40188178754805004;kg/ha/a;0.003211805555555558;aus NOx-Quellen;Denuder;FUB;Ostluft
2024;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;6.380688387443793;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;8.507584516591722;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.7824285261874736;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2024;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH3-N_gdep;7.634464645891208;kg/ha/a;0.006645758661887768;aus NH3-Quellen;PS;Ostluft;Ostluft
2024;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.4736718495377815;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2025;REC;ZH;2679042;1254381;438;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.3974408307238448;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Wald;6;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.2854881398612186;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;WIH;ZH;2693935;1261383;516;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;5.42600635347049;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;ZUK;ZH;2679889;1253923;439;Hochmoor;5;mittel;mittel;Ndep;Jahressumme;HNO3-N_gdep;1.1072143268618815;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2025;ZUK;ZH;2679889;1253923;439;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;9.58948029903313;kg/ha/a;0.01504629629629628;aus NH3-Quellen;Gapfilling (Abdeckung ≥ 0.7), PS;Ostluft;Ostluft
2003;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.669174052527782;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2004;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;HNO3-N_gdep;0.9467233344000026;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2004;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;1.7374684903473552;kg/ha/a;0.08333333333333337;aus NOx-Quellen;PS, Schätzung;FUB, Ostluft;Ostluft
2005;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;8.811115819242248;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2005;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO2-N_gdep;0.7376926427887261;kg/ha/a;0;aus NOx-Quellen;PS;Ostluft;Ostluft
2006;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;7.810243592500732;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2007;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.7646962809599996;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2008;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;8.96330986165082;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2009;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;1.240447847336658;kg/ha/a;0.09115616732804233;aus NH3-Quellen;Denuder;FUB;Ostluft
2009;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.37227995712000034;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2012;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.8978031686959507;kg/ha/a;0.08440673536439658;aus NH3-Quellen;Denuder;FUB;Ostluft
2013;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.8282302186751088;kg/ha/a;0;aus NOx-Quellen;Denuder;FUB;Ostluft
2013;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.2991064543992014;kg/ha/a;1;aus NOx-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2014;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.33193543197600006;kg/ha/a;1;aus NH3-Quellen;Schätzwert y1 (Datenstand 2024);FUB;Ostluft
2015;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO3-N_adep;0.3719031303638004;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2017;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.2673020510535215;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2019;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.3966350570569975;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
