year;site;pollutant;type;value;relative Immission;reference_year
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;21.95939195864723;1.2337762652818367;2015
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;19.525576481342938;1.097033691733885;2015
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;22.328944487600566;1.2545393692810785;2015
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;16.950245698701703;0.9523401591963752;2015
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;17.7985203448787;1;2015
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;16.21514605924286;0.9110389934132116;2015
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;15.860801341545706;0.8911303318598308;2015
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;17.89938060901108;1.0056667780342425;2015
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;15.094036766575343;0.8480500892265722;2015
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;13.966711228646409;0.784711928745535;2015
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;14.383733880055555;0.8081421152626485;2015
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;15.08859168426393;0.8477441602950709;2015
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;13.05224745759452;0.7333332886489151;2015
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;11.65662832029945;0.6549212010004808;2015
1990;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1991;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1992;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1993;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1994;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;NA;NA;2015
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;27.127053841991884;1.5661213203888478;2015
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;27.184964300914356;1.5694646544980457;2015
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;27.220754561945338;1.5715309272009126;2015
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;27.118513167155466;1.5656282431446422;2015
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;26.444059237327707;1.5266901157211543;2015
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;25.80385318702341;1.4897292149663721;2015
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;25.520276905035917;1.4733575564824075;2015
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;24.856071459951227;1.435011102985299;2015
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;24.288489805765618;1.402243013429416;2015
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;23.925691708203143;1.3812976561156936;2015
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;22.952180423669557;1.3250941042214186;2015
2011;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;21.281668294949014;1.2286507279522434;2015
2012;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;19.962819133866038;1.1525098465435997;2015
2013;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;19.272047480758907;1.112629650936929;2015
2014;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;17.850576510577344;1.0305641230811513;2015
2015;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;17.32117013467168;1;2015
2016;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;17.072020836605716;0.9856159083867411;2015
2017;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;16.651865976216772;0.9613591834009433;2015
2018;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;16.60896700983883;0.9588825050908519;2015
2019;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;16.030931091045144;0.9255108613566545;2015
2020;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;15.422146413284604;0.8903640050514942;2015
2021;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;15.22404812279291;0.8789272320764882;2015
2022;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;15.0088441746535;0.8665029012451295;2015
2023;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;14.251652148246235;0.8227880701730879;2015
2024;Zch_Stampfenbachstrasse;Feinstaub PM10;Trend;13.840702284173886;0.7990627755840258;2015
2000;Zürich-Kaserne;Feinstaub PM10;gemessen;NA;NA;2015
2001;Zürich-Kaserne;Feinstaub PM10;gemessen;NA;NA;2015
2002;Zürich-Kaserne;Feinstaub PM10;gemessen;25.879889807162535;1.5408214170903867;2015
2003;Zürich-Kaserne;Feinstaub PM10;gemessen;29.19196675900277;1.738013875809221;2015
2004;Zürich-Kaserne;Feinstaub PM10;gemessen;24.66346153846154;1.4683984375980266;2015
2005;Zürich-Kaserne;Feinstaub PM10;gemessen;24.167397260273972;1.4388640589828074;2015
2006;Zürich-Kaserne;Feinstaub PM10;gemessen;26.113774104683195;1.554746280659212;2015
2007;Zürich-Kaserne;Feinstaub PM10;gemessen;21.421875;1.2754027949955957;2015
2008;Zürich-Kaserne;Feinstaub PM10;gemessen;19.648767123287673;1.16983655759632;2015
2009;Zürich-Kaserne;Feinstaub PM10;gemessen;20.323204419889503;1.2099908024108028;2015
2010;Zürich-Kaserne;Feinstaub PM10;gemessen;19.512602739726027;1.1617296838808597;2015
2011;Zürich-Kaserne;Feinstaub PM10;gemessen;20.26;1.2062277754216553;2015
2012;Zürich-Kaserne;Feinstaub PM10;gemessen;17.38021978021978;1.0347731412553778;2015
2013;Zürich-Kaserne;Feinstaub PM10;gemessen;18.71731843575419;1.1143805221430658;2015
2014;Zürich-Kaserne;Feinstaub PM10;gemessen;14.624383561643835;0.8706978109809805;2015
2015;Zürich-Kaserne;Feinstaub PM10;gemessen;16.796164383561646;1;2015
2016;Zürich-Kaserne;Feinstaub PM10;gemessen;14.579889807162534;0.8680487684099965;2015
2017;Zürich-Kaserne;Feinstaub PM10;gemessen;14.827222222222222;0.8827742979661225;2015
2018;Zürich-Kaserne;Feinstaub PM10;gemessen;15.849041095890412;0.9436107395687208;2015
2019;Zürich-Kaserne;Feinstaub PM10;gemessen;13.578787878787878;0.8084457599186988;2015
2020;Zürich-Kaserne;Feinstaub PM10;gemessen;12.107650273224044;0.7208580481073265;2015
2021;Zürich-Kaserne;Feinstaub PM10;gemessen;12.923287671232877;0.7694189801976967;2015
2022;Zürich-Kaserne;Feinstaub PM10;gemessen;13.861432506887052;0.8252736869170674;2015
2023;Zürich-Kaserne;Feinstaub PM10;gemessen;12.097808219178082;0.7202720777737904;2015
2024;Zürich-Kaserne;Feinstaub PM10;gemessen;11.813934426229508;0.7033709694929974;2015
2000;Zürich-Kaserne;Feinstaub PM10;Trend;NA;NA;2015
2001;Zürich-Kaserne;Feinstaub PM10;Trend;NA;NA;2015
2002;Zürich-Kaserne;Feinstaub PM10;Trend;25.123598379451078;1.5685772045480897;2015
2003;Zürich-Kaserne;Feinstaub PM10;Trend;24.8317130118498;1.5503535119446057;2015
2004;Zürich-Kaserne;Feinstaub PM10;Trend;24.13397651704314;1.5067907410387398;2015
2005;Zürich-Kaserne;Feinstaub PM10;Trend;23.55802977189244;1.4708318420851576;2015
2006;Zürich-Kaserne;Feinstaub PM10;Trend;23.008257805172942;1.4365071501492641;2015
2007;Zürich-Kaserne;Feinstaub PM10;Trend;22.03574712200126;1.3757890131307118;2015
2008;Zürich-Kaserne;Feinstaub PM10;Trend;20.701612629781838;1.2924931046111596;2015
2009;Zürich-Kaserne;Feinstaub PM10;Trend;19.890506733425415;1.241852181273528;2015
2010;Zürich-Kaserne;Feinstaub PM10;Trend;19.35866357260274;1.208646863871878;2015
2011;Zürich-Kaserne;Feinstaub PM10;Trend;18.665651529883306;1.1653790613752373;2015
2012;Zürich-Kaserne;Feinstaub PM10;Trend;17.86431121876272;1.115347846653332;2015
2013;Zürich-Kaserne;Feinstaub PM10;Trend;17.297553849317193;1.079962681009663;2015
2014;Zürich-Kaserne;Feinstaub PM10;Trend;16.37755940081177;1.02252336445791;2015
2015;Zürich-Kaserne;Feinstaub PM10;Trend;16.016807018873667;1;2015
2016;Zürich-Kaserne;Feinstaub PM10;Trend;15.664514980461178;0.9780048521532813;2015
2017;Zürich-Kaserne;Feinstaub PM10;Trend;15.45617424696502;0.964997220029684;2015
2018;Zürich-Kaserne;Feinstaub PM10;Trend;15.19925307914764;0.9489564968371881;2015
2019;Zürich-Kaserne;Feinstaub PM10;Trend;14.792685348382818;0.9235726778097292;2015
2020;Zürich-Kaserne;Feinstaub PM10;Trend;14.270677250462601;0.8909814068213793;2015
2021;Zürich-Kaserne;Feinstaub PM10;Trend;14.243079384228455;0.8892583501471228;2015
2022;Zürich-Kaserne;Feinstaub PM10;Trend;14.190993327605055;0.8860063875954093;2015
2023;Zürich-Kaserne;Feinstaub PM10;Trend;14.00683133426107;0.8745083410042895;2015
2024;Zürich-Kaserne;Feinstaub PM10;Trend;14.194742629058606;0.8862404730438469;2015
2000;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;59.480167597765366;1.204308593731396;2015
2001;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;52.287921348314605;1.0586855345460118;2015
2002;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;52.02073863636364;1.0532758249050609;2015
2003;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;63.39587912087912;1.2835909029163504;2015
2004;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;50.26401098901099;1.0177069573648858;2015
2005;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;51.37961432506887;1.040294833947473;2015
2006;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;53.41745152354571;1.0815553910351325;2015
2007;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;47.244383561643836;0.9565678683623539;2015
2008;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;47.97349726775956;0.9713304007751828;2015
2009;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;48.254120879120876;0.9770122513888497;2015
2010;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;43.77616438356164;0.8863460393091125;2015
2011;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;48.99116022099447;0.9919352559664268;2015
2012;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;43.043169398907104;0.871504921759628;2015
2013;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;45.310192837465564;0.9174058652087017;2015
2014;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;43.30849315068493;0.8768769926076445;2015
2015;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;49.38947368421053;1;2015
2016;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;43.881967213114756;0.8884882534624684;2015
2017;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;36.796164383561646;0.7450203786100503;2015
2018;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;34.535833333333336;0.6992549374822393;2015
2019;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;32.78027397260274;0.6637097245092201;2015
2020;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;31.259836065573772;0.6329250695288807;2015
2021;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;28.806371191135735;0.5832492035715888;2015
2022;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;27.81095890410959;0.5630948627217415;2015
2023;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;23.179726027397262;0.46932522860245945;2015
2024;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;gemessen;23.05013698630137;0.46670140956918804;2015
2000;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;54.84549591577252;1.2618501549486296;2015
2001;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;52.76472700542477;1.213977152287357;2015
2002;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;51.78655663822;1.1914720329732926;2015
2003;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;51.32904379190651;1.1809458694958348;2015
2004;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;50.16760517785918;1.1542242313626023;2015
2005;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;48.99302388679727;1.127200214907315;2015
2006;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;48.44084727469258;1.1144960879428447;2015
2007;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;48.153575312089586;1.1078867180306886;2015
2008;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;46.96834127076647;1.0806176098984408;2015
2009;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;46.22277660358161;1.063464134027674;2015
2010;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;45.902317965999856;1.0560912262850188;2015
2011;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;45.384482226760504;1.0441771921991458;2015
2012;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;44.61286385483708;1.026424289323255;2015
2013;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;44.413517161630736;1.0218378478751327;2015
2014;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;43.81257064748134;1.0080116541406499;2015
2015;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;43.46434931333451;1;2015
2016;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;42.78460864091277;0.9843609605766445;2015
2017;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;39.494184581206056;0.9086569845206347;2015
2018;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;37.28625131128748;0.8578582654600643;2015
2019;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;35.30005492733203;0.8121611271079643;2015
2020;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;33.824636344341805;0.7782156383039348;2015
2021;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;32.85565176073957;0.7559218596345056;2015
2022;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;32.45333572646228;0.746665629169004;2015
2023;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;31.938717233500036;0.7348256154314842;2015
2024;Dübendorf-EMPA;Stickoxide | Stickstoffdioxid;Trend;31.877631645364936;0.7334201972186234;2015
2001;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;55.02571606239875;1.216836992476035;2015
2002;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;55.71760069679775;1.2321373079995575;2015
2003;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2004;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;50.33223562054571;1.1130455103509664;2015
2006;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;53.30047240146974;1.178685007224765;2015
2007;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2008;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;50.28326081791218;1.1119624830719372;2015
2009;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;47.22763460496953;1.0443904589864779;2015
2010;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;46.79882454331405;1.0349077664727335;2015
2011;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;47.615841335925;1.0529752506940335;2015
2012;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;47.335200608134244;1.0467691702718556;2015
2013;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;51.64862622522802;1.1421561316922475;2015
2014;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;46.17046597077686;1.0210122643272346;2015
2015;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;45.22028538139011;1;2015
2016;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;46.84358913618132;1.035897689302493;2015
2017;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;40.13908432345455;0.8876344760967237;2015
2018;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;34.90520131350411;0.7718925482029121;2015
2019;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;35.47535355889011;0.7845008774201497;2015
2020;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;28.996627919206613;0.6412305379023513;2015
2021;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;26.30197092719452;0.5816409760655512;2015
2022;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;25.128484048129835;0.5556905233170238;2015
2023;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;23.42282700848077;0.5179716760062767;2015
2024;Opf_Balsberg;Stickoxide | Stickstoffdioxid;gemessen;22.82530907159726;0.5047581827290005;2015
2001;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;53.68971325633369;1.1622702412245638;2015
2002;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;53.00275932626308;1.147399122315782;2015
2003;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2004;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;50.926768454468686;1.1024582525476645;2015
2006;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;49.88197175031229;1.0798405844000845;2015
2007;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2008;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;49.02287457277729;1.0612429234477576;2015
2009;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;48.336249853544075;1.0463789312665404;2015
2010;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;48.073530571701404;1.0406916071114687;2015
2011;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;47.98062451859393;1.038680384957219;2015
2012;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;47.960743873616906;1.0382500104844998;2015
2013;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;47.92555015415724;1.0374881399077158;2015
2014;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;47.00810642169189;1.0176273978107802;2015
2015;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;46.193829414204394;1;2015
2016;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;45.40015336772768;0.9828185700007659;2015
2017;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;40.52931636402456;0.8773751143385826;2015
2018;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;37.451561740258605;0.8107481500276402;2015
2019;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;35.355393917615054;0.765370491383064;2015
2020;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;29.5586206069762;0.6398824471107185;2015
2021;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;27.373227503952553;0.5925732473596442;2015
2022;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;26.871935585488767;0.5817213235243444;2015
2023;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;26.2346266998283;0.567924916217517;2015
2024;Opf_Balsberg;Stickoxide | Stickstoffdioxid;Trend;26.021648126343905;0.5633143745892253;2015
2015;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;23.152795456674156;1;2015
2016;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2018;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;18.0785831376759;0.7808380275939623;2015
2021;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;13.657412804635854;0.589881806289568;2015
2022;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2024;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;gemessen;10.569580385467237;0.4565142211551128;2015
2015;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;21.248382019590686;1;2015
2016;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2018;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;18.82053173064682;0.8857395218748692;2015
2021;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;14.430062680063115;0.6791134810527605;2015
2022;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2024;Sch_Güterstrasse;Stickoxide | Stickstoffdioxid;Trend;12.863654064303102;0.60539452144841;2015
1992;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1993;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1994;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1995;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1996;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1997;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1998;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
1999;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2000;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2001;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2002;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2003;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2004;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2005;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;14.504764573251396;1.1118313247444407;2015
2006;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;15.845782034086834;1.2146241148277528;2015
2007;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;13.226596655663911;1.0138561303260607;2015
2008;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;13.456105170142466;1.0314486086047772;2015
2009;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;13.597875730997261;1.0423157240059902;2015
2010;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;12.286651237302777;0.941806649315445;2015
2011;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;13.461426933884932;1.0318565368825428;2015
2012;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;11.673862395797814;0.894834647391642;2015
2013;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;12.4457734780854;0.9540038201741782;2015
2014;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;11.564973910252055;0.8864880362817301;2015
2015;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;13.045831908527473;1;2015
2016;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;11.895601402835196;0.9118315708988689;2015
2017;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;9.950354298658192;0.7627228656958315;2015
2018;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;9.252539997882353;0.709233421276445;2015
2019;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;8.32431222167036;0.6380821307554277;2015
2020;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;7.956004808255556;0.609850323386052;2015
2021;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;7.690565371588889;0.5895036380594412;2015
2022;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;6.532320499390449;0.5007208850453274;2015
2023;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;5.612762703269122;0.43023417307717354;2015
2024;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;gemessen;6.075887715530055;0.4657340182007496;2015
1992;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1993;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1994;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1995;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1996;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1997;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1998;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1999;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2000;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2001;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2002;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2003;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2004;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2005;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;13.705156058543091;1.166860188684608;2015
2006;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;13.50768919919145;1.1500478141463126;2015
2007;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;13.224893717729367;1.1259705407866776;2015
2008;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;12.928321707152575;1.1007203305196815;2015
2009;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;12.628796240261792;1.0752186622921123;2015
2010;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;12.441091433615563;1.0592374312018107;2015
2011;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;12.314164623720792;1.048430852954157;2015
2012;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;12.047290720168391;1.025709146457423;2015
2013;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;11.912204731065746;1.014207893785827;2015
2014;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;11.852671586407473;1.0091392279412204;2015
2015;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;11.745328353341803;1;2015
2016;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;11.47418965210312;0.9769151876318948;2015
2017;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;10.591244328678277;0.9017410165178428;2015
