year;site;site_long;source;parameter;interval;unit;value
1999;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;36.01
2000;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;30.3
2005;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2006;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;30.30912699
2009;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2010;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2011;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2012;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;28.15
2013;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2014;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2015;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2016;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2017;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2018;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2019;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;NA
2020;8000_0340;Zürich - Strandbad Mythenquai;OSTLUFT;NO2;y1;µg/m3;18.56
1994;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;30.87
1995;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;28.93
2000;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;23.73
2005;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2006;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;23.27906489
2009;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2010;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2011;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2012;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;21.95
2013;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2014;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2015;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2016;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2017;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2018;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2019;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;NA
2020;8000_0350;Zürich - Schulhaus Vogtsrain;OSTLUFT;NO2;y1;µg/m3;14.6
1994;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;31.71
1995;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;31.41
2000;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;26.08
2005;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2006;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;25.81310083
2009;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2010;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2011;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2012;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;25.33
2013;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2014;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2015;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2016;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2017;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2018;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2019;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;NA
2020;8000_0360;Zürich - In Böden 123;OSTLUFT;NO2;y1;µg/m3;17.05
1994;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;28.81
1995;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;28.14
2000;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;23.83
2005;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;25.8
2006;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;26.4693
2007;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;25.51
2008;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;24.41236761
2009;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;24.63609198
2010;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;24.72
2011;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;23.74038333
2012;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;22.54
2013;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;22.08
2014;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;20.46
2015;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;21.23
2016;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;20.49
2017;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;18.28
2018;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;18.14
2019;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;17.13
2020;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;14.39
2021;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;14.3
2022;8000_0370;Zürich - Schulhaus Hirzenbach;OSTLUFT;NO2;y1;µg/m3;14.13
1994;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;33.03
1995;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;31.64
2000;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;28.96
2005;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2006;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;27.85181749
2009;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2010;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;27.83
2011;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;25.68487651
2012;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;25.41
2013;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2014;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2015;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2016;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2017;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2018;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2019;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;NA
2020;8000_0380;Zürich - Schweighofstrasse 367;OSTLUFT;NO2;y1;µg/m3;17.35
1994;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;38.43
1995;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;35.59
2000;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;33.06
2005;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;35.16
2006;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;32.59346682
2009;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;32.8636881
2010;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;34.56
2011;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;30.66427998
2012;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;29.42
2013;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;31.07
2014;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;27.63
2015;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;28.76
2016;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;27.45
2017;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;23.88
2018;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;24.1
2019;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;22.21
2020;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;18.32
2021;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;17.63
2022;8000_0390;Zürich - Forchstrasse 145;OSTLUFT;NO2;y1;µg/m3;17.47
1994;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;43.56
1995;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
1996;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
1997;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
1998;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
1999;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;41.2
2000;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2001;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2002;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2003;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2004;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;37.07
2005;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2006;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2007;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;NA
2008;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;37.28439294
2009;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;39.86271148
2010;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;40.54
2011;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;38.1925368
2012;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;36.99
2013;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;39.23
2014;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;40.35
2015;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;36.29
2016;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;33.82
2017;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;32.42
2018;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;31
2019;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;29.55
2020;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;24.41
2021;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;22.76
2022;8000_0400;Zürich - Franklinplatz;OSTLUFT;NO2;y1;µg/m3;23.26
2007;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;61.48717675
2008;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;57.46559457
2009;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;59.11
2010;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;54.96
2011;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;55.38219045
2012;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;55.07
2013;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;59.24
2014;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;56.72
2015;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;58.89
2016;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;56.4
2017;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;56.01
2018;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;54.51
2019;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;54.15
2020;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;45.67
2021;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;43.54
2022;8000_0790;Zürich - Rosengartenstrasse Einfahrt;OSTLUFT;NO2;y1;µg/m3;44.87
2006;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;33.89
2007;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;32.56
2008;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;30.25
2009;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;31.57
2010;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;31.41
2011;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;30.13
2012;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;27.9
2013;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;28.35
2014;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;26.79
2015;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;27.68
2016;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;25.8
2017;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;23.66
2018;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;22.62
2019;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;22.19
2020;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;18.35
2021;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;17.81
2022;8000_0990;Zürich - Turbinenplatz;OSTLUFT;NO2;y1;µg/m3;18.33
2021;8000_1050;Zürich - Seebahnstrasse 229;OSTLUFT;NO2;y1;µg/m3;37.52
2022;8000_1050;Zürich - Seebahnstrasse 229;OSTLUFT;NO2;y1;µg/m3;38.65
2021;8000_1490;Zürich - Wasserwerkstrasse 18;OSTLUFT;NO2;y1;µg/m3;44.35
2022;8000_1490;Zürich - Wasserwerkstrasse 18;OSTLUFT;NO2;y1;µg/m3;47.76
2022;8000_1770;Zürich - Manessestrasse 34;OSTLUFT;NO2;y1;µg/m3;62.5
2017;8102_0010;Oberengstringen - Zürcherstrasse 21;OSTLUFT;NO2;y1;µg/m3;26.88
2017;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;37.95
2018;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;33.32
2019;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;NA
2020;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;26.63
2021;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;25.86
2022;8103_0020;Unterengstringen - Chriesihogerweg;OSTLUFT;NO2;y1;µg/m3;26.41
2017;8103_0030;Unterengstringen - Büelstrasse;OSTLUFT;NO2;y1;µg/m3;25.71
2018;8103_0030;Unterengstringen - Büelstrasse;OSTLUFT;NO2;y1;µg/m3;23.24
2010;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;23.89209
2011;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;22.59817
2012;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;21.65664
2013;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2014;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2015;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2016;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;NA
2017;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;20.78
2018;8104_0010;Weiningen - Chübelackerstrasse;OSTLUFT;NO2;y1;µg/m3;18.16
2010;8104_0020;Weiningen - Chalofenstrasse 9;OSTLUFT;NO2;y1;µg/m3;22.74729
2011;8104_0020;Weiningen - Chalofenstrasse 9;OSTLUFT;NO2;y1;µg/m3;22.3379
2012;8104_0020;Weiningen - Chalofenstrasse 9;OSTLUFT;NO2;y1;µg/m3;20.9047
2010;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;25.82246
2011;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;24.99113
2012;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;23.68363
2013;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;NA
2014;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;NA
2015;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;NA
2016;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;NA
2017;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;21.4
2018;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;19.31
2019;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;NA
2020;8104_0030;Weiningen - Grossächerweg 4;OSTLUFT;NO2;y1;µg/m3;15.95
2010;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;20.68443
2011;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;20.70624
2012;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;18.98668
2013;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;NA
2014;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;NA
2015;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;NA
2016;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;NA
2017;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;17.22
2018;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;15.36
2019;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;NA
2020;8104_0040;Weiningen - Restaurant Winzerhaus;OSTLUFT;NO2;y1;µg/m3;12.61
2022;8104_0070;Weiningen - Zürcherstrasse;OSTLUFT;NO2;y1;µg/m3;28.61
2010;8105_0020;Regensdorf - Affolternstrasse 313;OSTLUFT;NO2;y1;µg/m3;28.26
2011;8105_0030;Regensdorf - Im Vogelsang;OSTLUFT;NO2;y1;µg/m3;20.33803
2012;8105_0030;Regensdorf - Im Vogelsang;OSTLUFT;NO2;y1;µg/m3;20.13095
2013;8105_0030;Regensdorf - Im Vogelsang;OSTLUFT;NO2;y1;µg/m3;NA
2014;8105_0030;Regensdorf - Im Vogelsang;OSTLUFT;NO2;y1;µg/m3;19.16
2015;8105_0030;Regensdorf - Im Vogelsang;OSTLUFT;NO2;y1;µg/m3;20.04
